[1.1428766429964846e-14, 0.0, 51.470588235294116], [1.141812801361084]
[-1.0886577832885783e-06, 6.625652025279845e-07, 51.47058934257177], [2.185460329055786]
[-1.5014647850896464e-06, 8.635509888976056e-07, 51.47058964398086], [2.3244009017944336]
[-1.5730820607505656e-06, 8.87743399407924e-07, 51.47058942090753], [2.4575557708740234]
[-1.510985131352845e-06, 8.449090762631804e-07, 51.47058912540107], [2.5868616104125977]
[-1.5145697891842753e-06, 8.227348689135004e-07, 51.470589018229774], [2.720289707183838]
[-1.5576627712505378e-06, 8.340112468968679e-07, 51.470588939963875], [2.855334997177124]
[-1.5943881437711318e-06, 8.480957141598435e-07, 51.47058884811335], [2.9899210929870605]
[-1.6218909414986082e-06, 8.585625421765757e-07, 51.47058877523373], [3.1180131435394287]
[-1.6422300431027129e-06, 8.661653760317052e-07, 51.47058872166506], [3.2509031295776367]
[-1.6572845912334451e-06, 8.717510370062841e-07, 51.470588682303706], [3.3828859329223633]
[-1.6684304144733406e-06, 8.75864178105863e-07, 51.4705886532899], [3.531886577606201]
[-1.6766817537932618e-06, 8.788921792053569e-07, 51.47058863189467], [3.668534755706787]
[-1.682790214121711e-06, 8.811209236329055e-07, 51.470588616120224], [3.7997617721557617]
[-1.6873124417469734e-06, 8.827613582976288e-07, 51.470588604491454], [3.939364433288574]
[-1.6906604539615655e-06, 8.839687563337624e-07, 51.47058859591968], [4.091485261917114]
[-1.693139236266247e-06, 8.848574429429372e-07, 51.47058858960193], [4.226725101470947]
[-1.694974528512517e-06, 8.855115326116813e-07, 51.470588584945936], [4.3670127391815186]
[-1.6963334321605287e-06, 8.85992964457038e-07, 51.470588581514995], [4.520031213760376]
[-1.697339630204932e-06, 8.863472907140768e-07, 51.47058857898703], [4.651675462722778]
[-1.6980847088684886e-06, 8.866080873777902e-07, 51.470588577124616], [4.781694650650024]
[-1.698636442491966e-06, 8.868000304059279e-07, 51.47058857575268], [4.902602672576904]
[-1.6990450204756713e-06, 8.869412966189277e-07, 51.470588574742166], [5.034160852432251]
[-1.6993476079168534e-06, 8.870452781839301e-07, 51.470588573997986], [5.1698362827301025]
[-1.699571698005663e-06, 8.87121800409222e-07, 51.47058857344997], [5.311253547668457]
[-1.6997376643598495e-06, 8.871781194964322e-07, 51.4705885730465], [5.44363808631897]
[-1.699860588764918e-06, 8.872195713641667e-07, 51.47058857274947], [5.579037666320801]
[-1.6999516339229356e-06, 8.87250078511475e-07, 51.47058857253083], [5.711687088012695]
[-1.7000190752032088e-06, 8.872725313708854e-07, 51.47058857236992], [5.843489408493042]
[-1.7000690345164616e-06, 8.872890631556743e-07, 51.470588572251515], [5.974433183670044]
[-1.7001060382225282e-06, 8.873012206121032e-07, 51.470588572164374], [6.111517667770386]
[-1.7001334544702024e-06, 8.873101739020314e-07, 51.47058857210029], [6.245634317398071]
[-1.7001537678717527e-06, 8.873167657602202e-07, 51.47058857205315], [6.383877515792847]
[-1.7001688149553644e-06, 8.873216121917378e-07, 51.47058857201848], [6.508727073669434]
[-1.7001799665685995e-06, 8.873251844522057e-07, 51.47058857199299], [6.64207911491394]
[-1.7001882234327246e-06, 8.873278067146311e-07, 51.47058857197425], [6.771492958068848]
[-1.7001943446714562e-06, 8.873297364917667e-07, 51.47058857196048], [6.902935266494751]
[-1.700198885671118e-06, 8.873311632220012e-07, 51.470588571950366], [7.034449338912964]
[-1.7002022467982995e-06, 8.873322111747325e-07, 51.470588571942926], [7.166546583175659]
[-1.7002047347814976e-06, 8.873329757169138e-07, 51.47058857193745], [7.297825813293457]
